Designator,Mid X,Mid Y,Rotation,Layer
J1,148.5,-116.0,270.0,top
Q1,150.0,-106.9125,0.0,top
Q2,147.05,-95.5,180.0,top
R1,144.5,-89.0,270.0,top
R10,144.5,-96.0,90.0,top
R11,149.5,-97.5,90.0,top
R2,147.5,-88.0,180.0,top
R3,147.5,-90.0,180.0,top
R4,146.0,-106.9125,90.0,top
R5,152.5,-106.9125,270.0,top
R6,147.5,-106.9125,90.0,top
R7,150.0,-104.4125,0.0,top
R8,147.5,-91.5,0.0,top
R9,151.0,-97.5,270.0,top
U1,148.5,-76.0,0.0,top
U2,148.5,-84.0,0.0,top
