Designator,Mid X,Mid Y,Rotation,Layer
C1,103.0,-95.75,90.0,top
D1,135.0,-101.27,90.0,top
D2,125.0,-101.27,90.0,top
J1,83.5,-78.0,270.0,top
J2,97.025,-93.17,0.0,top
R1,94.42,-80.0,0.0,top
R2,94.5,-76.0,0.0,top
